model,room_id,property_group,image_file,image_path,human_label,model_prediction,outcome,primary_subtype,evidence_tags,p_not_clean,human_reason
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111705.jpg,B41 B double attach/IMG_20260918_111705.jpg,CLEAN,NOT_CLEAN,false_positive,clean,bedding|dirty_floor_surface|garbage_debris|scattered_bags|shoes,0.927802,"Bed with bedding, suitcase beside it and shoes under the bed; no waste or residue."
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111711.jpg,B41 B double attach/IMG_20260918_111711.jpg,CLEAN,CLEAN,correct,clean,bedding|shoes,0.225276,Bedding pulled back and shoes kept under the bed; floor clean.
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111715.jpg,B41 B double attach/IMG_20260918_111715.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris,0.005143,Study corner in use with a towel on the chair; no residue or debris.
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111718.jpg,B41 B double attach/IMG_20260918_111718.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|cables_electronics|scattered_clothes|shoes,0.064379,"Laptop and bottles on the desk, clothes on the bed, slippers at the bedside - reasonably placed."
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111720.jpg,B41 B double attach/IMG_20260918_111720.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.008937,Towel hanging to dry and pillow on the bed; nothing discarded.
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111728.jpg,B41 B double attach/IMG_20260918_111728.jpg,CLEAN,CLEAN,correct,clean,scattered_bags|shoes,0.009544,"Doormat at the door, suitcase and shoes stored beside the bed; floor clean."
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111733.jpg,B41 B double attach/IMG_20260918_111733.jpg,CLEAN,CLEAN,correct,clean,,0.005006,Wardrobes with containers stored on top; floor clean and clear.
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111738.jpg,B41 B double attach/IMG_20260918_111738.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_clothes,0.002394,"Iron kept on the shelf and clothes hanging; floor clean, no waste."
v2_frozen_163,B41 B double attach,B41,IMG_20260918_111743.jpg,B41 B double attach/IMG_20260918_111743.jpg,CLEAN,NOT_CLEAN,false_positive,clean,shoes,0.479317,Tiles clean; shoes under the bed and towel on the chair.
v2_frozen_163,B41 C double common,B41,IMG_20260918_110949.jpg,B41 C double common/Kitchen/IMG_20260918_110949.jpg,NOT_CLEAN,CLEAN,false_negative,kitchen_dirt,dirty_floor_surface|garbage_debris|kitchen_dirt|scattered_bags,0.18742,"Kitchen surfaces show visible dirty conditions: dried spilled residue across the fridge top, a tray and plastic bags of waste left on the counter, and a cloth lying on the floor."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111002.jpg,B41 C double common/Kitchen/IMG_20260918_111002.jpg,NOT_CLEAN,NOT_CLEAN,correct,kitchen_dirt,books_bottles_personal|dirty_floor_surface|kitchen_dirt,0.997041,Counter slab is stained and greasy along its length with food residue around the induction plate; vessels and jars sit in the residue and a cloth is dropped on the floor by the bin.
v2_frozen_163,B41 C double common,B41,IMG_20260918_111005.jpg,B41 C double common/Kitchen/IMG_20260918_111005.jpg,NOT_CLEAN,CLEAN,false_negative,kitchen_dirt,dirty_floor_surface|kitchen_dirt,0.141203,"Sink and surrounding slab show residue and grime, and a dirty cloth lies on the floor beside the washing machine."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111008.jpg,B41 C double common/Kitchen/IMG_20260918_111008.jpg,CLEAN,NOT_CLEAN,false_positive,clean,garbage_debris|kitchen_dirt|scattered_clothes,0.4346,"Kitchen/utility area is clean with no visible housekeeping dirt or waste; washing machine, shoe rack and clothes on a stool are normal household use."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111013.jpg,B41 C double common/Kitchen/IMG_20260918_111013.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_clothes,0.002455,"Clothes on a drying stand beside the doors are normal use, not a cleanliness problem; floor clean with no waste."
v2_frozen_163,B41 C double common,B41,B 41 C  double common.jpg,B41 C double common/B 41 C  double common.jpg,NOT_CLEAN,CLEAN,false_negative,garbage_debris,garbage_debris,0.012455,"White paper debris lies on the floor tiles near the door, so the floor is not clean; cloth over a chair and bucket on the floor."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111123.jpg,B41 C double common/IMG_20260918_111123.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.001346,"Wardrobe, umbrella opened to dry and bed with bedcover; no housekeeping dirt or waste visible."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111127.jpg,B41 C double common/IMG_20260918_111127.jpg,CLEAN,CLEAN,correct,clean,bedding|dirty_floor_surface|garbage_debris|scattered_clothes,0.003668,"Bedcover left rumpled with two garments on it and clothes hanging on wall hooks; no waste, residue or floor dirt visible - normal belongings."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111131.jpg,B41 C double common/IMG_20260918_111131.jpg,NOT_CLEAN,NOT_CLEAN,correct,dirty_floor_or_surface,books_bottles_personal|dirty_floor_surface|scattered_bags|scattered_clothes,0.732029,"Table crowded with bottles, packets and paper bags; clothes heaped on the bed and spilling onto the floor with a backpack among them."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111134.jpg,B41 C double common/IMG_20260918_111134.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,scattered_clothes,0.033309,Bed covered by a pile of loose clothes with more items stacked on the side table.
v2_frozen_163,B41 C double common,B41,IMG_20260918_111147.jpg,B41 C double common/IMG_20260918_111147.jpg,NOT_CLEAN,NOT_CLEAN,correct,garbage_debris,garbage_debris,0.54354,A crumpled tissue/paper piece lies on the floor tile - visible waste on the floor; cloths draped over the bed frame and chair.
v2_frozen_163,B41 C double common,B41,IMG_20260918_111209.jpg,B41 C double common/IMG_20260918_111209.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,books_bottles_personal|scattered_bags|scattered_clothes,0.692765,"Clothes heaped on the bed and dropped on the floor, paper bags and a backpack on the tiles, table crowded with bottles."
v2_frozen_163,B41 C double common,B41,IMG_20260918_111216.jpg,B41 C double common/IMG_20260918_111216.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_clothes,0.000504,Clothes hanging on the wall hook and bed with bedcover; no waste or housekeeping dirt visible.
v2_frozen_163,B41 C double common,B41,IMG_20260918_111220.jpg,B41 C double common/IMG_20260918_111220.jpg,NOT_CLEAN,CLEAN,false_negative,garbage_debris,garbage_debris|scattered_clothes,0.004748,"Two white paper/tissue pieces lie on the passage tiles, so the floor is not clean; clothes draped over a stool and chair."
v2_frozen_163,B41 D single attach,B41,B41 D single attach.jpg,B41 D single attach/B41 D single attach.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000781,Tiles clean and shiny with doormat and dustbin in place; no waste.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111416.jpg,B41 D single attach/IMG_20260918_111416.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.006704,Bed neatly covered with a bag and cushion on it; floor clean.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111425.jpg,B41 D single attach/IMG_20260918_111425.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris,0.000576,Clean reflective floor with dustbin by the balcony door; no debris or stains.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111442.jpg,B41 D single attach/IMG_20260918_111442.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|cables_electronics|garbage_debris,0.000699,Desk with a bottle and charger; floor clear of waste.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111500.jpg,B41 D single attach/IMG_20260918_111500.jpg,CLEAN,CLEAN,correct,clean,scattered_bags|shoes,0.01354,Suitcase stored on the wardrobe and slippers kept beside it; floor clean.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111507.jpg,B41 D single attach/IMG_20260918_111507.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.000385,Bed with pillow and folded cloth; no waste visible.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111517.jpg,B41 D single attach/IMG_20260918_111517.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.003867,Backpack and cushion on the covered bed - normal belongings; floor clean.
v2_frozen_163,B41 D single attach,B41,IMG_20260918_111527.jpg,B41 D single attach/IMG_20260918_111527.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000328,Entry area with doormat and dustbin; tiles clean with no litter.
v2_frozen_163,C21 A single common,C21,IMG_20260918_113220.jpg,C21 A single common/IMG_20260918_113220.jpg,NOT_CLEAN,CLEAN,false_negative,garbage_debris,books_bottles_personal|garbage_debris,0.022089,"A crushed empty bottle, a used tissue roll and a wrapper are left lying on the desk - visible waste that has not been cleared."
v2_frozen_163,C21 A single common,C21,IMG_20260918_113224.jpg,C21 A single common/IMG_20260918_113224.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris,0.005358,Cabinet with toiletries and bed corner; visible floor clear of waste and debris.
v2_frozen_163,C21 A single common,C21,IMG_20260918_113231.jpg,C21 A single common/IMG_20260918_113231.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.025608,Bed with pillow and bedcover; nothing dirty or discarded visible.
v2_frozen_163,C21 A single common,C21,IMG_20260918_113239.jpg,C21 A single common/IMG_20260918_113239.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.172141,Bed with blanket and chair with towel; visible floor clear of waste.
v2_frozen_163,C21 A single common,C21,IMG_20260918_113243.jpg,C21 A single common/IMG_20260918_113243.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|shoes,0.012297,Doorway with slippers kept at the side; floor clear of litter.
v2_frozen_163,C21 A single common,C21,IMG_20260918_113250.jpg,C21 A single common/IMG_20260918_113250.jpg,NOT_CLEAN,CLEAN,false_negative,garbage_debris,books_bottles_personal|dirty_floor_surface|garbage_debris,0.052982,A dried spill/residue patch and a small lid lie on the floor in the desk corner and an empty bottle with a tissue roll is left on the desk - the corner has not been cleaned.
v2_frozen_163,C21 B double attach,C21,C21 B double attach.jpg,C21 B double attach/C21 B double attach.jpg,CLEAN,CLEAN,correct,clean,scattered_bags,0.042991,Helmet and suitcase stored on the wardrobe; floor clean and clear.
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113357.jpg,C21 B double attach/IMG_20260918_113357.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_clothes,0.028356,"Clothes on a wall hook, folded clothes on the bed, doormat in place; tiles clean with no waste."
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113400.jpg,C21 B double attach/IMG_20260918_113400.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_clothes,0.009155,Two beds with bedding and folded clothes and a rug on the floor; no waste or dirt.
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113408.jpg,C21 B double attach/IMG_20260918_113408.jpg,CLEAN,CLEAN,correct,clean,bedding|packing_material|scattered_clothes,0.004341,"Bed with pillows and clothes, cabinet and box beside it; floor clean."
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113413.jpg,C21 B double attach/IMG_20260918_113413.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|scattered_bags,0.022746,"Desk with bottle, bag on the chair, stool stored under the desk."
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113416.jpg,C21 B double attach/IMG_20260918_113416.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000864,Desk and wardrobe in order; floor clean with no debris.
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113422.jpg,C21 B double attach/IMG_20260918_113422.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.005266,"Wide view: beds and desk in use, floor clean and free of waste."
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113430.jpg,C21 B double attach/IMG_20260918_113430.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.0003,Bathroom doorway; tiles clean and clear of litter.
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113433.jpg,C21 B double attach/IMG_20260918_113433.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.017812,"Floor mat by the bed, clean tiles, nothing discarded."
v2_frozen_163,C21 B double attach,C21,IMG_20260918_113438.jpg,C21 B double attach/IMG_20260918_113438.jpg,CLEAN,CLEAN,correct,clean,scattered_clothes,0.001325,Door with doormat and clothes hanging; floor clean.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112605.jpg,C21 C double common/Kitchen/IMG_20260918_112605.jpg,NOT_CLEAN,NOT_CLEAN,correct,kitchen_dirt,dirty_floor_surface|kitchen_dirt,0.755935,The appliance/fridge top is visibly soiled with brown residue and crumbs and has not been wiped; devices standing on it are stained too.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112611.jpg,C21 C double common/Kitchen/IMG_20260918_112611.jpg,CLEAN,NOT_CLEAN,false_positive,clean,dirty_floor_surface|garbage_debris|kitchen_dirt,0.307874,"Kitchen area clean with no visible residue or waste; counter vessels, dustbins and mat are normal household use and the floor is clean."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112616.jpg,C21 C double common/Kitchen/IMG_20260918_112616.jpg,NOT_CLEAN,NOT_CLEAN,correct,kitchen_dirt,dirty_floor_surface|kitchen_dirt,0.998867,"Unwashed vessels - bowl with knife, cooker, plates, pan - left on the counter with visible crumbs and food residue across the slab."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112620.jpg,C21 C double common/Kitchen/IMG_20260918_112620.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_clothes,0.140251,"Clothes on a drying stand - normal common-area use, not dirt; floor tiles clean with no waste."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112629.jpg,C21 C double common/Kitchen/IMG_20260918_112629.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|shoes,0.019342,"Drying stand, shoe stand and footwear at the doorway; floor clean, nothing discarded."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112638.jpg,C21 C double common/Kitchen/IMG_20260918_112638.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|dirty_floor_surface|garbage_debris|kitchen_dirt,0.966158,Sink and counter reasonably clean with bottles and vessels in normal use; no food residue or waste on the floor.
v2_frozen_163,C21 C double common,C21,C21 C double Common.jpg,C21 C double common/C21 C double Common.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.004884,Ironing board stored on the wardrobe and jeans over a chair; floor clean with no waste.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112714.jpg,C21 C double common/IMG_20260918_112714.jpg,CLEAN,CLEAN,correct,clean,packing_material,0.007994,"Bed with a storage box, chair and stool in place; tiles clean."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112717.jpg,C21 C double common/IMG_20260918_112717.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_clothes,0.062236,"Bed and stool with clothes over it; floor clean, no debris."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112720.jpg,C21 C double common/IMG_20260918_112720.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|packing_material,0.004369,Bed with bedding and box and a side cabinet; no waste visible.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112725.jpg,C21 C double common/IMG_20260918_112725.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal,0.01858,Two beds with cabinets holding bottles and books; tiles clean.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112727.jpg,C21 C double common/IMG_20260918_112727.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|garbage_debris,0.016455,Bed with bedcover and cabinet with personal items; nothing discarded.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112741.jpg,C21 C double common/IMG_20260918_112741.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_clothes,0.004504,Bed with quilt spread on it; no waste or dirt visible.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112745.jpg,C21 C double common/IMG_20260918_112745.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|packing_material,0.028675,"Beds, cabinets and a stored carton; floor clear of litter."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112750.jpg,C21 C double common/IMG_20260918_112750.jpg,CLEAN,CLEAN,correct,clean,scattered_clothes|shoes,0.008821,Bed with folded clothes and footwear kept at the doorway; floor clean.
v2_frozen_163,C21 C double common,C21,IMG_20260918_112755.jpg,C21 C double common/IMG_20260918_112755.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|garbage_debris,0.415302,"Desk with bottles and toiletries and a wardrobe; floor clean, no waste."
v2_frozen_163,C21 C double common,C21,IMG_20260918_112759.jpg,C21 C double common/IMG_20260918_112759.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|scattered_bags,0.029776,"Bed with bedcover, cabinet with books and bottles and a paper bag beside it; floor clean."
v2_frozen_163,C21 D single attach,C21,C21 D single attach.jpg,C21 D single attach/C21 D single attach.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000405,Wardrobe and wall; visible floor clear with nothing discarded.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112920.jpg,C21 D single attach/IMG_20260918_112920.jpg,CLEAN,NOT_CLEAN,false_positive,clean,,0.764284,Tiles clean and shiny with mat and drying stand; storage rack against the wall.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112926.jpg,C21 D single attach/IMG_20260918_112926.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|packing_material,0.09316,Desk with bottles and toiletries and cartons stacked on the rack; floor clean.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112934.jpg,C21 D single attach/IMG_20260918_112934.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|garbage_debris,0.002812,Bed with blanket and a rack with bottles beside it; no waste.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112938.jpg,C21 D single attach/IMG_20260918_112938.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris|packing_material,0.269456,Desk with organised bottles and plate and cartons on the rack; floor clean with no litter.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112950.jpg,C21 D single attach/IMG_20260918_112950.jpg,CLEAN,CLEAN,correct,clean,packing_material,0.06904,Storage rack with hangers and boxes kept in order; floor clean.
v2_frozen_163,C21 D single attach,C21,IMG_20260918_112954.jpg,C21 D single attach/IMG_20260918_112954.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.01501,"Wardrobe and rack with a floor mat by the door and a cloth on the floor; tiles clean, no waste."
v2_frozen_163,C21 D single attach,C21,IMG_20260918_113000.jpg,C21 D single attach/IMG_20260918_113000.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|dirty_floor_surface|garbage_debris,0.004818,Bed corner with bottles on the cabinet; no residue or waste visible.
v2_frozen_163,C31 B double attach,C31,C31 b double attach.jpg,C31 B double attach/C31 b double attach.jpg,NOT_CLEAN,NOT_CLEAN,correct,kitchen_dirt,books_bottles_personal|cables_electronics|garbage_debris|kitchen_dirt|packing_material|scattered_bags,0.671785,"Tiles are clean with no dirt or garbage, but cooking vessels, cables, a racket, bags and a bottle are piled directly on the floor in the corner with packaging and an empty wrapper on the table - the room looks untidy."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114321.jpg,C31 B double attach/IMG_20260918_114321.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,kitchen_dirt|packing_material|scattered_bags|shoes,0.007338,"Opened carton with papers on the floor by the fridge, backpack dropped beside it, slippers loose and suitcase in the walkway; tiles themselves clean."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114326.jpg,C31 B double attach/IMG_20260918_114326.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,bedding|packing_material|scattered_bags|shoes,0.147652,"Bedding tangled across the bed, packaging carton on the table, bag pushed under it and slippers on the floor."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114331.jpg,C31 B double attach/IMG_20260918_114331.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|scattered_bags,0.403822,"Bed unmade with bedding loose, opened package on the table and bags underneath; tiles clean but the room is visibly unarranged."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114344.jpg,C31 B double attach/IMG_20260918_114344.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,bedding|cables_electronics|scattered_bags|scattered_clothes,0.84057,"Bedding, clothes, a power strip and a plastic bag tangled together across the whole bed."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114348.jpg,C31 B double attach/IMG_20260918_114348.jpg,NOT_CLEAN,NOT_CLEAN,correct,belongings_unorganized_floor_clean,books_bottles_personal|cables_electronics|kitchen_dirt|packing_material,0.912515,"Torn shoe box and bottles on the wardrobes, vessels and cables piled on the floor and opened packaging on the ledge."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114351.jpg,C31 B double attach/IMG_20260918_114351.jpg,NOT_CLEAN,CLEAN,false_negative,belongings_unorganized_floor_clean,cables_electronics|kitchen_dirt|scattered_bags|shoes,0.16948,"Floor tiles visibly clean, but the corner holds vessels, cables and a bag on the floor with a slipper mid-room and a cloth thrown over the bed."
v2_frozen_163,C31 B double attach,C31,IMG_20260918_114356.jpg,C31 B double attach/IMG_20260918_114356.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_bags,0.035689,"Clean tiles with a suitcase stood against the wall, coat on the door and folded bedding - belongings reasonably placed, no waste."
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113835.jpg,C31 C double Common/IMG_20260918_113835.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags|scattered_clothes|shoes,0.000976,"Tiles clean with no housekeeping dirt or waste; suitcase stood upright, clothes on the bed and shoes together - reasonably arranged."
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113838.jpg,C31 C double Common/IMG_20260918_113838.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags|scattered_clothes|shoes,0.06303,Floor tiles clean and no garbage; clothes on the bed with backpack and slippers beside it are normal belongings reasonably placed.
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113846.jpg,C31 C double Common/IMG_20260918_113846.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris|scattered_clothes,0.04402,One pile of clothes on the mattress; floor clean and empty with nothing discarded.
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113854.jpg,C31 C double Common/IMG_20260918_113854.jpg,CLEAN,CLEAN,correct,clean,bedding|scattered_clothes,0.00051,A few garments on the mattress and a closed cabinet; floor clean.
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113857.jpg,C31 C double Common/IMG_20260918_113857.jpg,CLEAN,CLEAN,correct,clean,bedding,0.004334,Bare mattress and open doorway; tiles clean and clear.
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113901.jpg,C31 C double Common/IMG_20260918_113901.jpg,CLEAN,CLEAN,correct,clean,bedding|books_bottles_personal|dirty_floor_surface|garbage_debris|scattered_bags|scattered_clothes,0.055405,"Blanket and clothes on the bed, snack packet and papers on the cabinet, backpack beside it; no waste on the floor and no residue."
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113909.jpg,C31 C double Common/IMG_20260918_113909.jpg,CLEAN,CLEAN,correct,clean,cables_electronics|scattered_bags|scattered_clothes|shoes,0.004823,"Desk with laptop, suitcase and shoes by the wardrobe and clothes on hooks; tiles clean."
v2_frozen_163,C31 C double Common,C31,IMG_20260918_113912.jpg,C31 C double Common/IMG_20260918_113912.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|cables_electronics|garbage_debris|scattered_bags|scattered_clothes,0.006762,"Study corner with laptop and bottle, clothes hanging and luggage below; nothing discarded."
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114047.jpg,C31 D single attach/IMG_20260918_114047.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|kitchen_dirt,1.5e-05,Tiles clean and reflective with wardrobe and fridge against the wall; nothing discarded.
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114050.jpg,C31 D single attach/IMG_20260918_114050.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|garbage_debris,0.000275,Clean shiny floor with doormat; no litter or residue.
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114054.jpg,C31 D single attach/IMG_20260918_114054.jpg,CLEAN,CLEAN,correct,clean,books_bottles_personal|garbage_debris,0.020233,"Table with iron, bottles and a snack packet and a towel over the chair; floor clean with no waste."
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114058.jpg,C31 D single attach/IMG_20260918_114058.jpg,CLEAN,CLEAN,correct,clean,bedding|garbage_debris,0.000266,Bed with pillows and bedcover and a coat on the hook; nothing dirty or discarded.
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114111.jpg,C31 D single attach/IMG_20260918_114111.jpg,CLEAN,CLEAN,correct,clean,,0.000778,Wardrobe and cabinet; tiles clean and clear.
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114115.jpg,C31 D single attach/IMG_20260918_114115.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.000563,Door area with doormat; floor clean with no litter.
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114120.jpg,C31 D single attach/IMG_20260918_114120.jpg,CLEAN,NOT_CLEAN,false_positive,clean,books_bottles_personal|garbage_debris|scattered_clothes,0.331961,"Bed with clothes, towel, bottle, comb and remote - normal belongings; floor clean with no waste."
v2_frozen_163,C31 D single attach,C31,IMG_20260918_114127.jpg,C31 D single attach/IMG_20260918_114127.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.001897,Door and wardrobe with doormat on clean tiles; no waste or dirt visible.
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0016.jpg,A11 B Double Attached/IMG-20260923-WA0016.jpg,CLEAN,CLEAN,correct,clean,,0.346378,"Floor and surfaces are clean, bed made under the mosquito net, desk and dustbin in place; belongings are reasonably arranged and the room looks neat."
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0020.jpg,A11 B Double Attached/IMG-20260923-WA0020.jpg,CLEAN,CLEAN,correct,clean,garbage_debris,0.463539,"Wall, doorway and wardrobe are clean with nothing discarded; the room is reasonably organized."
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0022.jpg,A11 B Double Attached/IMG-20260923-WA0022.jpg,CLEAN,CLEAN,correct,clean,,0.258212,"Tiles are clean, both beds are made, the desk is tidy and the dustbin and mat are in place; the room looks neat."
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0023.jpg,A11 B Double Attached/IMG-20260923-WA0023.jpg,CLEAN,CLEAN,correct,clean,,0.403579,"Jackets are hung on wall hooks rather than left lying around, and the floor and doorway are clean."
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0024.jpg,A11 B Double Attached/IMG-20260923-WA0024.jpg,CLEAN,CLEAN,correct,clean,dirty_floor_surface|shoes,0.20135,"Shoes are kept on a shelf, the bin is in use and the floor is clean; the wall-base stain is a maintenance issue, not housekeeping dirt."
v2_cnn_163,A11 B Double Attached,A11,IMG-20260923-WA0025.jpg,A11 B Double Attached/IMG-20260923-WA0025.jpg,CLEAN,CLEAN,correct,clean,garbage_debris|scattered_bags,0.315865,Close floor view shows clean tiles with a mat and a suitcase stored under the bed; no waste or debris.
